ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000012223	LTF	3	46477136	46526724	-1	protein_coding	4057	LTF	1.76023213454946e-13	0.07973394	0	0	13	3.29088e-05	4.74773e-08	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	+	No	NA	1.8e-08	rs267218	159
ENSG00000163825	RTP3	3	46538981	46542439	1	protein_coding	83597	RTP3	0.181516461400941	0.738670629	0	0	2	0.000300365	2.9104e-10	GTEx/v8/Thyroid	-	No	NA	3.1e-07	rs267218	159
ENSG00000163827	LRRC2	3	46556913	46621589	-1	protein_coding	79442	LRRC2	4.7683181051694e-05	-1.094133106	0	0	6	4.31269e-08	1.17612e-95	GTEx/v8/Cells_Cultured_fibroblasts	NA	No	NA	NA	rs3731544	160
ENSG00000178038	ALS2CL	3	46710487	46735194	-1	protein_coding	259173	ALS2CL	2.72979618994274e-18	0.418365165	0	0	99	2.78565e-06	5.79792e-43	GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	+	No	NA	6.3e-11	rs3731544;rs4858887	160
ENSG00000206549	PRSS50	3	46753605	46854064	-1	protein_coding	29122	PRSS50	2.62070748435681e-05	-0.326074182	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	8.7e-09	rs33807:rs7636868:rs3731544	159:160
ENSG00000188086	PRSS45	3	46783582	46854048	-1	protein_coding	377047	PRSS45	8.77664623875441e-05	0.085454159	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	8.7e-09	rs33807:rs7636868:rs3731544	159:160
ENSG00000178055	PRSS42	3	46871032	46875585	-1	protein_coding	339906	PRSS42	4.68320795534589e-05	0.200178688	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	8.7e-09	rs33807:rs7636868:rs3731544	159:160
ENSG00000160799	CCDC12	3	46963216	47023500	-1	protein_coding	151903	CCDC12	0.774130719749877	-0.018849072	0	0	11	0.000128189	1.15302e-08	GTEx/v8/Lung:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	No	NA	5.3e-11	rs4858887;rs3731544	160
ENSG00000160796	NBEAL2	3	47021173	47051193	1	protein_coding	23218	NBEAL2	0.862533062213951	NA	0	0	260	3.27744e-06	2.64978e-31	GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Thyroid	+	No	NA	2.6e-11	rs4858802;rs4858887	160
ENSG00000181555	SETD2	3	47057919	47205457	-1	protein_coding	29072	SETD2	0.999992944074178	NA	0	0	6	3.43315e-05	0.000418558	GTEx/v8/Stomach	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs4858887;rs3731544	160
ENSG00000088727	KIF9	3	47269516	47324941	-1	protein_coding	64147	KIF9	2.17357320878688e-11	-0.884596839	1	7.175	12	4.11227e-07	0.000530651	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Testis	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	NA	rs3731544;rs4858887	160
ENSG00000114648	KLHL18	3	47324407	47388306	1	protein_coding	23276	KLHL18	0.984175216789434	-2.19672057	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	NA	rs3731544	160
ENSG00000076201	PTPN23	3	47422501	47454931	1	protein_coding	25930	PTPN23	0.647596781106679	-0.60805746	0	0	33	0.000112126	3.19522e-09	GTEx/v8/Testis	+	Yes	IMR90	3.2e-11	rs4858887;rs3731544	160
ENSG00000114650	SCAP	3	47455203	47518616	-1	protein_coding	22937	SCAP	0.0225547504834219	NA	0	0	314	2.56885e-07	1.37212e-17	GTEx/v8/Whole_Blood:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen	+	Yes	IMR90:Mesenchymal_Stem_Cell	7.5e-12	rs3731544;rs4858887;rs4858802;rs4858887:rs4858802:rs3731544	160
ENSG00000163832	ELP6	3	47537130	47555251	-1	protein_coding	54859	ELP6	0.00350789886566748	-0.229447083	2	2.595	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell	3.3e-11	rs3731544;rs4858887:rs3731544:rs4858802	160
ENSG00000114646	CSPG5	3	47603729	47622282	-1	protein_coding	10675	CSPG5	0.414829723073552	-0.836073243	28	18.27	352	1.04444e-09	2.89364e-06	GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Colon_Sigmoid:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	-	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.1e-11	rs4858802;rs4858887;rs3731544;rs4858887:rs4858802:rs3731544	160
ENSG00000173473	SMARCC1	3	47626762	47823596	-1	protein_coding	6599	SMARCC1	0.999999593393603	-1.102862391	161	18.27	80	4.99683e-05	0.030557	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen	-	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:hESC	2.1e-11	rs4858887;rs4858802;rs3731544;rs4858887:rs4858802:rs3731544	160
ENSG00000132153	DHX30	3	47844399	47891685	1	protein_coding	22907	DHX30	0.999999462569762	NA	41	19.6	313	3.37559e-05	0.000625984	GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Muscle_Skeletal:GTEx/v8/Testis:GTEx/v8/Thyroid	+	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell:hESC	7.5e-12	rs4858887;rs3731544;rs4858802;rs11710798;rs4858887:rs3731544:rs4858802	160
ENSG00000047849	MAP4	3	47892182	48130769	-1	protein_coding	4134	MAP4	0.99884872439436	-0.836308624	189	18.98	366	7.06363e-20	3.60887e-21	GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	-	Yes	IMR90:Mesenchymal_Stem_Cell	2.1e-11	rs4858887;rs3731544;rs4858802;rs4858887:rs3731544:rs4858802	160
ENSG00000164045	CDC25A	3	48198636	48229892	-1	protein_coding	993	CDC25A	0.979698044533755	-0.724000674	2	5.222	380	2.33919e-37	1.6423e-73	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid	+	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	7.5e-12	rs3731544;rs4858887;rs4858802;rs12631248;rs4858887:rs3731544:rs4858802:rs11710798	160
ENSG00000164047	CAMP	3	48264837	48266981	1	protein_coding	820	CAMP	0.0896557021569683	0.17357583	1	3.461	343	1.47326e-06	4.1135e-05	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Coronary:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Sun_Exposed_Lower_leg	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	7.5e-12	rs3731544;rs4858887;rs3731544:rs11710798	160
ENSG00000164048	ZNF589	3	48282590	48340743	1	protein_coding	51385	ZNF589	6.50060605876318e-07	-0.372175713	2	12.84	397	1.46065e-50	9.70406e-124	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Vagina	+	Yes	Aorta:Left_Ventricle:Liver:Lung:Pancreas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	7.5e-12	rs3731544;rs4858887;rs4858802;rs12631248;rs3731544:rs4858887:rs4858802:rs11710798	160
ENSG00000172113	NME6	3	48334754	48343175	-1	protein_coding	10201	NME6	9.2163606322478e-05	-0.182940619	1	0.015	383	9.47096e-26	6.62403e-54	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	IMR90:Mesenchymal_Stem_Cell	7.5e-12	rs3731544;rs4858887;rs4858802;rs12631248;rs3731544:rs11710798	160
ENSG00000229453	SPINK8	3	48348336	48369831	-1	protein_coding	646424	SPINK8	0.00112128585214279	-0.205479315	1	0.015	353	2.03422e-17	1.10557e-23	GTEx/v8/Whole_Blood:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Spleen	+	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.1e-11	rs3731544;rs4858887;rs4858802;rs3731544:rs11710798:rs4858887:rs4858802	160
ENSG00000164049	FBXW12	3	48413709	48442666	1	protein_coding	285231	FBXW12	1.97457661872321e-07	0.783335407	1	9.239	2	0.000206401	0.000246635	GTEx/v8/Thyroid	+	Yes	IMR90	3.7e-11	rs3731544;rs4858887;rs3731544:rs11710798	160
ENSG00000164050	PLXNB1	3	48445261	48471594	-1	protein_coding	5364	PLXNB1	0.85019510818446	NA	0	0	101	9.52267e-06	8.21513e-12	GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	-	Yes	Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.5e-12	rs4858887;rs3731544;rs12631248;rs11710798:rs3731544:rs4858887:rs4858802	160
ENSG00000164051	CCDC51	3	48473574	48481866	-1	protein_coding	79714	CCDC51	1.46055955445772e-06	0.085933137	0	0	0	NA	NA	NA	NA	Yes	Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.5e-12	rs4858887:rs3731544:rs4858802:rs11710798	160
ENSG00000232112	TMA7	3	48481667	48485616	1	protein_coding	51372	TMA7	0.0100073079474151	0.321268329	0	0	332	3.64473e-07	2.60706e-109	GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Thyroid	-	Yes	Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1e-14	rs4858887;rs3731544;rs12631248;rs9811982;rs4858887:rs3731544:rs4858802:rs11710798	160
ENSG00000164053	ATRIP	3	48488114	48507115	1	protein_coding	84126	ATRIP	0.00148697990787471	NA	1	3.147	113	5.97395e-12	1.91092e-31	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	Yes	Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1e-14	rs3731544;rs12631248;rs11130192;rs9811982;rs4858887:rs3731544:rs4858802:rs11710798	160
ENSG00000213689	TREX1	3	48506445	48509044	1	protein_coding	11277	TREX1	0.093340719174628	-0.110327998	1	3.147	359	5.08722e-08	9.31744e-79	GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Muscle_Skeletal	-	Yes	Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1e-14	rs3731544;rs9811982;rs4858887;rs11130192;rs12631248;rs4858887:rs3731544:rs4858802:rs11710798	160
ENSG00000164054	SHISA5	3	48509197	48542259	-1	protein_coding	51246	SHISA5	9.94272259623573e-08	-0.442030213	1	3.147	271	2.6814e-06	9.97511e-79	GTEx/v8/Adrenal_Gland:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	Liver:Pancreas:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.1e-11	rs3731544;rs4858887;rs11710798;rs11130192;rs3731544:rs11710798	160
ENSG00000114268	PFKFB4	3	48555117	48599448	-1	protein_coding	5210	PFKFB4	0.000321134414442041	-0.131320268	4	4.694	0	NA	NA	NA	NA	Yes	Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.5e-12	rs11710798;rs3731544;rs3731544:rs11710798	160
ENSG00000145040	UCN2	3	48599160	48601206	-1	protein_coding	90226	UCN2	0.157235729046978	0.006326735	0	0	103	9.97226e-05	4.97435e-05	GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Testis	-	No	NA	3.5e-14	rs9811982;rs4858887	160
ENSG00000114270	COL7A1	3	48601506	48632700	-1	protein_coding	1294	COL7A1	2.10611122198023e-18	NA	0	0	9	1.29794e-06	2.5605e-07	GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Liver	-	No	NA	1.8e-10	rs11710798;rs4858887	160
ENSG00000010256	UQCRC1	3	48636435	48648409	-1	protein_coding	7384	UQCRC1	0.132467103146211	-0.703757501	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell:hESC	2.9e-09	rs3731544:rs11710798	160
ENSG00000183396	TMEM89	3	48658192	48659288	-1	protein_coding	440955	TMEM89	0.711075964906752	-0.32514209	0	0	45	1.50692e-09	3.40552e-24	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Nerve_Tibial	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell:hESC	7.5e-12	rs3731544;rs12631248;rs7620848;rs9811982;rs3731544:rs11710798	160
ENSG00000225697	SLC26A6	3	48663156	48672926	-1	protein_coding	65010	SLC26A6	3.31045065696163e-05	-0.384056203	0	0	176	1.44649e-05	4.20854e-27	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Muscle_Skeletal:GTEx/v8/Thyroid	-	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell:hESC	1.1e-16	rs11130192;rs4858887;rs9811982;rs3731544:rs11710798	160
ENSG00000008300	CELSR3	3	48673902	48700348	-1	protein_coding	1951	CELSR3	0.999656221390747	-0.878907614	2	6.217	135	0.000102764	6.75749e-05	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Testis	+	Yes	IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	3.2e-11	rs11710798;rs7620848;rs4858887;rs3731544:rs11710798	160
ENSG00000213672	NCKIPSD	3	48701364	48723797	-1	protein_coding	51517	NCKIPSD	0.00713136165785669	-0.551018211	3	21.5	188	2.16822e-28	1.46607e-68	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Uterus	+	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	7.5e-12	rs11710798;rs11130192;rs7620848;rs1317140;rs3731544;rs12631248;rs4858887;rs3731544:rs12631248;rs3731544:rs11710798	160
ENSG00000068745	IP6K2	3	48725436	48777786	-1	protein_coding	51447	IP6K2	0.989457702873501	-0.392798697	2	21.5	224	2.51467e-18	8.45701e-35	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	+	Yes	IMR90	1.1e-16	rs11710798;rs3731544;rs11130192;rs9811982;rs6446298;rs11710798:rs3731544	160
ENSG00000114302	PRKAR2A	3	48782030	48885279	-1	protein_coding	5576	PRKAR2A	0.983250575891508	-2.868402322	4	2.248	101	2.29119e-05	0.000280163	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Nerve_Tibial	+	Yes	IMR90:Mesenchymal_Stem_Cell	1.6e-13	rs3731544;rs11130192;rs7620848;rs1317140	160
ENSG00000178537	SLC25A20	3	48894369	48936426	-1	protein_coding	788	SLC25A20	2.04566835698354e-07	-0.773546303	1	0.824	11	0.000147736	0.0352654	GTEx/v8/Esophagus_Muscularis	-	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	1.1e-08	rs3731544;rs11130192;rs11710798:rs3731544	160
ENSG00000221883	ARIH2OS	3	48955221	48956818	-1	protein_coding	646450	ARIH2OS	0.437613435241329	-0.628345895	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	1.1e-08	rs11710798:rs3731544	160
ENSG00000177479	ARIH2	3	48956254	49023815	1	protein_coding	10425	ARIH2	0.987412494790781	-1.699919822	3	12.89	247	5.4143e-14	1.96677e-22	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adrenal_Gland:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	1.6e-13	rs3731544;rs11130192;rs7620848;rs1317140;rs2230593;rs11710798;rs11710798:rs3731544	160
ENSG00000178467	P4HTM	3	49027319	49044587	1	protein_coding	54681	P4HTM	0.0232749358306657	NA	1	12.89	308	3.91135e-13	9.90689e-24	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Stomach:GTEx/v8/Thyroid	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	5.4e-17	rs3731544;rs7620848;rs2230593;rs11710798;rs11130192;rs1317140;rs1986599;rs1283;rs12631248;rs11710798:rs3731544:rs12631248	160
