ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000104228	TRIM35	8	27142404	27168836	-1	protein_coding	23087	TRIM35	0.000940307552509518	-0.967121477	0	0	4	4.17193e-05	2.60384e-14	GTEx/v8/Whole_Blood	-	Yes	Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.492e-17	rs73223431;rs867230:rs9331908:rs73223431	6
ENSG00000120899	PTK2B	8	27168999	27316903	1	protein_coding	2185	PTK2B	0.984520870569303	-0.296269216	15	5.891	13	1.17991e-16	4.9378e-12	GTEx/v8/Whole_Blood:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung	+	Yes	Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.492e-17	rs73223431;rs867230:rs9331908:rs73223431	6
ENSG00000120903	CHRNA2	8	27317279	27337400	-1	protein_coding	1135	CHRNA2	0.00176647920423662	2.564201934	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	3.492e-17	rs867230:rs9331908	6
ENSG00000120915	EPHX2	8	27348296	27403081	1	protein_coding	2053	EPHX2	4.92248524715445e-13	1.72964059	0	0	4	2.14788e-06	1.23671e-70	GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	3.492e-17	rs9331908;rs73223431;rs867230:rs9331908	6
ENSG00000120885	CLU	8	27454434	27472548	-1	protein_coding	1191	CLU	NA	0.073359274	14	8.441	14	6.46089e-11	3.36607e-07	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	+	Yes	Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.492e-17	rs867230;rs9331908;rs73223431	6
ENSG00000168077	SCARA3	8	27491385	27534293	1	protein_coding	51435	SCARA3	1.62407014825429e-07	1.370330205	0	0	1	9.8414e-05	4.70632e-45	GTEx/v8/Artery_Aorta	-	No	NA	5.525e-10	rs9331908	6
ENSG00000147419	CCDC25	8	27590835	27630170	-1	protein_coding	55246	CCDC25	0.051834010875526	0.653982244	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.492e-17	rs867230:rs9331908	6
ENSG00000171320	ESCO2	8	27629466	27670157	1	protein_coding	157570	ESCO2	0.178963923075095	0.412854236	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.492e-17	rs867230:rs9331908	6
ENSG00000168078	PBK	8	27667137	27695612	-1	protein_coding	55872	PBK	4.09216216235921e-05	-0.528855598	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.492e-17	rs867230:rs9331908	6
ENSG00000148429	USP6NL	10	11495945	11653753	-1	protein_coding	9712	USP6NL	0.102392914785226	-0.64662965	0	0	0	NA	NA	NA	NA	Yes	GM12878	3.417e-08	rs12416487	7
ENSG00000110492	MDK	11	46402306	46405375	1	protein_coding	4192	MDK	0.0224327842650619	-0.438482927	0	0	8	2.49066e-05	3.81488e-08	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis	+	No	NA	9.702e-11	rs3740688;rs11039165	8
ENSG00000175224	ATG13	11	46638826	46696368	1	protein_coding	9776	ATG13	0.984296607292859	-0.658639029	0	0	15	1.3865e-05	2.81703e-10	GTEx/v8/Esophagus_Muscularis:GTEx/v8/Nerve_Tibial	+	No	NA	1.497e-08	rs11039165;rs3824869	8
ENSG00000175220	ARHGAP1	11	46698630	46722165	-1	protein_coding	392	ARHGAP1	0.185564722294501	-0.38914248	0	0	50	7.04535e-09	1.06279e-25	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Amygdala:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Sun_Exposed_Lower_leg	+	Yes	Mesenchymal_Stem_Cell	3.673e-09	rs11039165;rs3824869;rs11039165:rs11570094:rs11039165	8
ENSG00000175213	ZNF408	11	46722368	46727462	1	protein_coding	79797	ZNF408	7.89160984461696e-06	-0.07803482	0	0	9	2.49688e-05	1.26003e-11	GTEx/v8/Artery_Tibial	+	Yes	Mesenchymal_Stem_Cell	3.673e-09	rs11039165;rs3824869;rs11039165:rs11570094:rs11039165	8
ENSG00000180210	F2	11	46740730	46761056	1	protein_coding	2147	F2	0.959943187768661	-0.037985029	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	3.673e-09	rs3824869;rs11039165:rs11570094:rs11039165	8
ENSG00000175216	CKAP5	11	46764598	46867847	-1	protein_coding	9793	CKAP5	0.99999999753418	-0.360017002	0	0	1	5.72857e-05	0.0225176	GTEx/v8/Adipose_Subcutaneous	-	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	9.702e-11	rs11039165;rs3824869;rs11039165:rs11039165:rs11570094:rs67472071;rs11570094:rs3824869:rs67472071:rs3740688	8
ENSG00000134569	LRP4	11	46878419	46940193	-1	protein_coding	4038	LRP4	0.10020880429216	0.314361929	0	0	190	1.2004e-18	7.95622e-54	GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Spleen	+	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.136e-10	rs11570094;rs67472071;rs11039165;rs3824869;rs11039165:rs11570094:rs11039165	8
ENSG00000149179	C11orf49	11	46958240	47185936	1	protein_coding	79096	C11orf49	5.45467879227827e-07	0.564557873	0	0	184	8.57928e-15	1.12368e-54	GTEx/v8/Artery_Tibial:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Testis	-	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	9.702e-11	rs67472071;rs3824869;rs11039165;rs11570094;rs3740688;rs11039165:rs11570094:rs11039165	8
ENSG00000149182	ARFGAP2	11	47185848	47198676	-1	protein_coding	84364	ARFGAP2	0.562990971385505	-0.150781591	0	0	2	0.000190032	4.65178e-11	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	-	No	NA	8.198e-08	rs11570094;rs11039165	8
ENSG00000165912	PACSIN3	11	47199076	47207994	-1	protein_coding	29763	PACSIN3	0.0167930476176259	-0.514938878	0	0	65	7.61311e-09	7.2019e-28	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	-	No	NA	9.702e-11	rs11039165;rs3824869;rs3740688	8
ENSG00000134574	DDB2	11	47236493	47260767	1	protein_coding	1643	DDB2	0.00511790717237921	0.677015289	5	6.139	54	7.04697e-09	8.28319e-17	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	No	NA	5.532e-09	rs11039165;rs3824869;rs11570094	8
ENSG00000134575	ACP2	11	47260853	47270457	-1	protein_coding	53	ACP2	0.00052597665714545	-0.370782179	5	7.7	230	5.14674e-13	8.10732e-31	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.702e-11	rs11039165;rs11570094;rs67472071;rs3740688;rs3824869;rs67472071:rs3824869:rs11039165:rs3824869;rs11039165:rs11570094:rs67472071;rs11570094:rs3740688	8
ENSG00000025434	NR1H3	11	47269851	47290396	1	protein_coding	10062	NR1H3	0.856185983167695	0.657584133	8	22	244	2.58108e-09	8.70332e-11	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Testis:GTEx/v8/Thyroid	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.702e-11	rs11039165;rs11570094;rs3824869;rs67472071;rs3740688;rs67472071:rs3824869:rs11039165:rs3824869;rs11039165:rs11570094:rs67472071;rs11570094:rs3740688	8
ENSG00000110514	MADD	11	47290712	47351582	1	protein_coding	8567	MADD	0.000901823421065546	-0.375050357	17	22	248	3.46659e-19	1.25427e-23	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.702e-11	rs11039165;rs3824869;rs11570094;rs3740688;rs67472071;rs11039165:rs11570094:rs11039165:rs67472071:rs3824869:rs67472071;rs11570094:rs3740688	8
ENSG00000134571	MYBPC3	11	47352957	47374253	-1	protein_coding	4607	MYBPC3	1.35053975034244e-06	-0.432352402	40	14.21	210	2.35404e-28	4.02707e-22	GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Spleen	+	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	9.702e-11	rs11039165;rs3824869;rs11570094;rs67472071;rs3740688;rs11039165:rs11039165:rs11570094:rs67472071:rs3824869	8
ENSG00000066336	SPI1	11	47376411	47400127	-1	protein_coding	6688	SPI1	0.89723051716191	NA	70	14.21	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	9.702e-11	rs67472071;rs11570094;rs3824869;rs3740688;rs11039165:rs11039165:rs11570094:rs67472071:rs3824869:rs67472071;rs11570094:rs3740688	8
ENSG00000165915	SLC39A13	11	47428683	47438047	1	protein_coding	91252	SLC39A13	0.0118520311660311	-0.332418514	49	21.7	247	4.13876e-17	1.13327e-12	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	IMR90:Mesenchymal_Stem_Cell	9.702e-11	rs3824869;rs67472071;rs11570094;rs3740688;rs11039165;rs11039165:rs11570094:rs11039165:rs67472071;rs11570094:rs3824869:rs67472071:rs3740688	8
ENSG00000165916	PSMC3	11	47440320	47447993	-1	protein_coding	5702	PSMC3	0.979199713289554	-0.404697103	34	14.02	231	1.87235e-14	2.36421e-11	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Thyroid	-	Yes	IMR90:Mesenchymal_Stem_Cell	9.702e-11	rs67472071;rs3824869;rs11570094;rs3740688;rs11039165;rs67472071:rs3824869	8
ENSG00000165917	RAPSN	11	47459308	47470730	-1	protein_coding	5913	RAPSN	0.0326445463388561	0.048781604	17	10.14	244	2.11657e-09	5.34591e-12	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Colon_Transverse:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Thyroid	+	Yes	IMR90:Mesenchymal_Stem_Cell	9.702e-11	rs67472071;rs3824869;rs3740688;rs11570094;rs11039165;rs67472071:rs3824869	8
ENSG00000149187	CELF1	11	47487496	47587121	-1	protein_coding	10658	CELF1	0.998616884875254	-0.376215763	25	17.63	75	2.67149e-12	1.22778e-08	GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Thyroid	-	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	4.246e-10	rs67472071;rs3824869;rs11039165;rs11570094;rs67472071:rs3824869:rs3740688	8
ENSG00000213619	NDUFS3	11	47586888	47606114	1	protein_coding	4722	NDUFS3	0.0471370341289045	-0.012344566	9	14.52	220	4.13453e-13	2.74832e-09	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	-	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	9.702e-11	rs67472071;rs3824869;rs11570094;rs3740688;rs67472071:rs3824869:rs3740688	8
ENSG00000110536	PTPMT1	11	47586982	47595013	1	protein_coding	114971	PTPMT1	0.459152455272006	NA	6	11.24	54	1.82774e-05	0.000699996	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial	+	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	4.246e-10	rs67472071;rs3824869;rs67472071:rs3824869:rs3740688	8
ENSG00000123444	KBTBD4	11	47593749	47600567	-1	protein_coding	55709	KBTBD4	0.0180743639557145	-0.492620783	6	9.124	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.246e-10	rs67472071;rs3824869;rs11039165:rs11570094:rs11039165:rs67472071:rs3824869:rs3740688	8
ENSG00000231880	KBTBD4	11	47599277	47599823	1	protein_coding	55709	KBTBD4	NA	-0.492620783	5	9.124	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	4.246e-10	rs67472071;rs3824869;rs67472071:rs3824869:rs3740688	8
ENSG00000196666	FAM180B	11	47608198	47610746	1	protein_coding	399888	FAM180B	0.315838165150116	NA	6	14.52	222	1.54852e-09	4.6332e-06	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	-	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.702e-11	rs3824869;rs67472071;rs11570094;rs3740688;rs11039165:rs11570094:rs11039165:rs67472071:rs3824869:rs3740688	8
ENSG00000172247	C1QTNF4	11	47611216	47616211	-1	protein_coding	114900	C1QTNF4	0.679081390678169	NA	9	14.52	239	1.55031e-83	1.16584e-69	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Vagina	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.702e-11	rs67472071;rs11039165;rs11570094;rs3824869;rs3740688;rs11039165:rs11570094:rs11039165:rs67472071:rs3824869:rs3740688	8
ENSG00000109919	MTCH2	11	47638867	47664175	-1	protein_coding	23788	MTCH2	0.166788403447163	0.036933631	18	25	246	8.07045e-34	2.28099e-26	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis	-	Yes	IMR90:Mesenchymal_Stem_Cell	9.702e-11	rs67472071;rs3824869;rs11570094;rs3740688;rs11039165;rs67472071:rs3824869	8
ENSG00000165923	AGBL2	11	47681143	47736941	-1	protein_coding	79841	AGBL2	6.81051045839789e-12	-0.765874431	11	7.718	41	2.57378e-05	7.00029e-06	GTEx/v8/Artery_Aorta:GTEx/v8/Thyroid	-	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.246e-10	rs67472071;rs11039165;rs3824869;rs67472071:rs3824869	8
ENSG00000109920	FNBP4	11	47738072	47788995	-1	protein_coding	23360	FNBP4	0.999993422916695	-0.713792045	18	7.718	235	2.25686e-12	3.53043e-20	GTEx/v8/Whole_Blood:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.702e-11	rs67472071;rs3824869;rs11570094;rs11039165;rs3740688;rs67472071:rs3824869	8
ENSG00000030066	NUP160	11	47799639	47870107	-1	protein_coding	23279	NUP160	0.023979152527532	-0.34569366	23	11.78	226	6.6024e-09	7.77509e-06	GTEx/v8/Whole_Blood:GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.702e-11	rs67472071;rs11570094;rs3740688;rs3824869;rs11039165;rs67472071:rs3824869	8
ENSG00000149177	PTPRJ	11	48002113	48189670	1	protein_coding	5795	PTPRJ	2.38654353395849e-05	NA	0	0	224	1.62123e-07	1.09337e-14	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Skin_Sun_Exposed_Lower_leg	+	Yes	GM12878:IMR90	9.702e-11	rs3824869;rs11039165;rs11570094;rs67472071;rs3740688;rs67472071:rs3824869	8
ENSG00000197786	OR5B17	11	58125597	58126542	-1	protein_coding	219965	OR5B17	0.0772363405801556	0.110370251	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	3.01e-14	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928	9
ENSG00000149124	GLYAT	11	58407899	58499447	-1	protein_coding	10249	GLYAT	8.03824153928287e-05	-0.431791484	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	3.183e-16	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928:rs657928;chr11:60096240:D:chr11:60096240:D:rs2044982:rs1582763;rs72924659	9
ENSG00000110042	DTX4	11	58938903	58976060	1	protein_coding	23220	DTX4	0.594144205008104	-1.156281178	0	0	83	1.37273e-05	0.00118711	GTEx/v8/Thyroid	+	No	NA	2.389e-14	chr11:59932024:I;rs1582763	9
ENSG00000197629	MPEG1	11	58975983	58980424	-1	protein_coding	219972	MPEG1	3.45678304248647e-12	1.261218992	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.541e-15	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928:rs1834554:rs1582763	9
ENSG00000176495	OR5AN1	11	59131885	59132921	1	protein_coding	390195	OR5AN1	0.00117731258117152	0.271048454	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	3.01e-14	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928	9
ENSG00000172324	OR5A2	11	59189416	59190449	-1	protein_coding	219981	OR5A2	0.0014039822282672	0.309067478	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	3.01e-14	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928	9
ENSG00000172320	OR5A1	11	59210617	59211667	1	protein_coding	219982	OR5A1	2.02941693534639e-05	0.258502996	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	3.01e-14	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928	9
ENSG00000166884	OR4D6	11	59224411	59225464	1	protein_coding	219983	OR4D6	0.0150121178988349	0.048105123	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	3.01e-14	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928	9
ENSG00000254466	OR4D10	11	59244846	59245869	1	protein_coding	390197	OR4D10	0.0640123916557904	0.050910388	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm	3.183e-16	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928:rs1834554:rs1582763:rs657928;chr11:60096240:D:chr11:60096240:D:rs2044982:rs1582763;rs72924659	9
ENSG00000176200	OR4D11	11	59271049	59271984	1	protein_coding	219986	OR4D11	0.000895035311998553	0.11761154	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm	3.183e-16	chr11:59932024:I:rs1582763;chr11:59932024:I:rs657928:rs1834554:rs1582763:rs657928;chr11:60096240:D:chr11:60096240:D:rs2044982:rs1582763;rs72924659	9
